Joueur;Equipe;Statut;Position;Age;ELC_Saisons;Salaire_Reel_Saisons;2026-27;2027-28;2028-29;2029-30;2030-31
Carlsson, Leo;ANA;;C;21.0;;;18000000;18000000;18000000;18000000;18000000
LaCombe, Jackson;ANA;;LD;25.0;;;9000000;9000000;9000000;9000000;9000000
Mintyukov, Pavel;ANA;;LD;22.0;;;7200000;7200000;7200000;7200000;7200000
Granlund, Mikael;ANA;;C,LW;34.0;;;7000000;7000000;UFA;0;0
Terry, Troy;ANA;;RW;28.0;;;7000000;7000000;7000000;7000000;UFA
Kreider, Chris;ANA;;LW;35.0;;;6500000;UFA;0;0;0
Dostal, Lukas;ANA;;G;26.0;;;6500000;6500000;6500000;6500000;UFA
Killorn, Alex;ANA;;RW,LW;36.0;;;6250000;UFA;0;0;0
Vatrano, Frank;ANA;;LW;32.0;;;4571189;4571189;UFA;0;0
Greer, A.J.;ANA;;LW,RW;29.0;;;4250000;4250000;4250000;4250000;UFA
Poehling, Ryan;ANA;;C;27.0;;;3750000;3750000;3750000;3750000;UFA
Jensen, Nick;ANA;;RD;35.0;;;2250000;2250000;UFA;0;0
Husso, Ville;ANA;;G;31.0;;;2200000;UFA;0;0;0
Malott, Jeff;ANA;;LW;30.0;;;1850000;1850000;1850000;UFA;0
Moore, Ian;ANA;;LD,RD;24.0;;;1150000;1150000;RFA;0;0
Brossoit, Laurent;ANA;;G;33.0;;;1100000;UFA;0;0;0
Helleson, Drew;ANA;;RD;25.0;;;1100000;RFA;0;0;0
McQueen, Roger;ANA;ELC;F;19.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Klepov, Nikita;ANA;ELC;;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Nordmark, Marcus;ANA;ELC;;18.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Lucius, Cruz;ANA;ELC;RW;22.0;2026-27|2027-28;;1050000;1050000;RFA;0;0
Procyszyn, Ethan;ANA;ELC;C;20.0;2026-27|2027-28|2028-29;;1040000;1040000;1040000;RFA;0
Träff, Herman;ANA;ELC;LW,RW;20.0;2026-27|2027-28|2028-29;;990000;990000;990000;RFA;0
Pettersson, Lucas;ANA;ELC;C;20.0;2026-27|2027-28|2028-29;;962700;962700;962700;RFA;0
Smith, Konnor;ANA;ELC;D;21.0;2026-27|2027-28;;955000;955000;RFA;0;0
Sennecke, Beckett;ANA;ELC;RW;20.0;2026-27|2027-28;;953750;953750;RFA;0;0
Suchanek, Tomas;ANA;ELC;G;23.0;2026-27;;945000;RFA;0;0;0
Solberg, Stian;ANA;ELC;LD;20.0;2026-27|2027-28|2028-29;;941667;941667;941667;RFA;0
Sidorov, Yegor;ANA;ELC;RW,LW;22.0;2026-27;;940000;RFA;0;0;0
Clara, Damian;ANA;ELC;G;21.0;2026-27|2027-28;;934166;934166;RFA;0;0
Pitre, Coulson;ANA;ELC;RW,C;21.0;2026-27;;933334;RFA;0;0;0
Hinds, Tyson;ANA;;LD;23.0;;;900000;900000;RFA;0;0
Myatovic, Nico;ANA;ELC;LW,C;21.0;2026-27;;896667;RFA;0;0;0
Wahlberg, Anton;ANA;ELC;C,LW;21.0;2026-27|2027-28;;893333;893333;RFA;0;0
Gaucher, Nathan;ANA;ELC;C,RW;22.0;2026-27;;886666;RFA;0;0;0
Schueneman, Corey;ANA;;D;30.0;;;875000;875000;UFA;0;0
Woo, Jett;ANA;;D;26.0;;;875000;875000;UFA;0;0
Hamblin, James;ANA;;LW,C;27.0;;;875000;875000;UFA;0;0
Caulfield, Judd;ANA;;RW,LW;25.0;;;875000;875000;UFA;0;0
Luneau, Tristan;ANA;ELC;RD;22.0;2026-27;;865000;RFA;0;0;0
Warren, Noah;ANA;ELC;D;22.0;2026-27;;865000;RFA;0;0;0
Farrell, Sean;ANA;;C,LW;24.0;;;850000;0;0;0;0
Mitchell, Travis;ANA;;D;26.0;;;850000;UFA;0;0;0
Colangelo, Sam;ANA;;RW,C;24.0;;;850000;0;0;0;0
Nesterenko, Nikita;ANA;;C,LW;24.0;;;837500;0;0;0;0
Washe, Tim;ANA;;;24.0;;;812500;RFA;0;0;0
Gauthier, Cutter;ANA;;LW,RW;22.0;;;RFA;0;0;0;0
Clang, Calle;ANA;;G;24.0;;;RFA;0;0;0;0
Buteyets, Vyacheslav;ANA;;G;24.0;;;RFA;0;0;0;0
undefined, undefined;ANA;;;;;;;;;;
Pastrnak, David;BOS;;RW,LW;30.0;;;11250000;11250000;11250000;11250000;11250000
McAvoy, Charlie;BOS;;RD;28.0;;;9500000;9500000;9500000;9500000;UFA
Swayman, Jeremy;BOS;;G;27.0;;;8250000;8250000;8250000;8250000;8250000
Lindholm, Elias;BOS;;C,RW;31.0;;;7750000;7750000;7750000;7750000;7750000
Peterka, John-Jason;BOS;;LW;24.0;;;7700000;7700000;7700000;7700000;UFA
Lindholm, Hampus;BOS;;LD;32.0;;;6500000;6500000;6500000;6500000;UFA
Mittelstadt, Casey;BOS;;C,LW;27.0;;;5750000;UFA;0;0;0
Geekie, Morgan;BOS;;C,RW;28.0;;;5500000;5500000;5500000;5500000;5500000
Zadorov, Nikita;BOS;;LD;31.0;;;5000000;5000000;5000000;5000000;UFA
Zacha, Pavel;BOS;;C,LW;29.0;;;4750000;UFA;0;0;0
Carlo, Brandon;BOS;;RD;29.0;;2026-27;4100000;0;0;0;0
Borgen, William;BOS;;RD,LD;29.0;;;4100000;4100000;4100000;4100000;UFA
Jeannot, Tanner;BOS;;LW,RW;29.0;;;3400000;3400000;3400000;3400000;UFA
Lohrei, Mason;BOS;;LD;25.0;;;3200000;RFA;0;0;0
Jokiharju, Henri;BOS;;RD;27.0;;;3000000;3000000;UFA;0;0
Clifton, Connor;BOS;;RD;31.0;;;2250000;2250000;UFA;0;0
Kuraly, Sean;BOS;;C,LW;33.0;;;1850000;UFA;0;0;0
Steeves, Alex;BOS;;C,LW;26.0;;;1625000;1625000;UFA;0;0
Kastelic, Mark;BOS;;C,RW;27.0;;;1566667;1566667;UFA;0;0
Eyssimont, Michael;BOS;;LW,RW;29.0;;;1450000;UFA;0;0;0
Hagens, James;BOS;ELC;C,LW;19.0;2026-27|2027-28;;986250;986250;RFA;0;0
Biasca, Attilio;BOS;ELC;;23.0;2026-27|2027-28;;980000;980000;RFA;0;0
Locmelis, Dans;BOS;ELC;C;22.0;2026-27|2027-28;;960000;960000;RFA;0;0
Lundgren, Max;BOS;ELC;G;24.0;2026-27;;952500;RFA;0;0;0
Reichel, Lukas;BOS;;C,LW;24.0;;;950000;RFA;0;0;0
Väisänen, Kalle;BOS;ELC;LW;23.0;2026-27;;938333;RFA;0;0;0
Johansson, Loke;BOS;ELC;D;20.0;2026-27|2027-28|2028-29;;928334;928334;928334;RFA;0
Khusnutdinov, Marat;BOS;;LW,RW;24.0;;;925000;RFA;0;0;0
Aspirot, Jonathan;BOS;;LD;27.0;;;887500;887500;UFA;0;0
Minten, Fraser;BOS;ELC;C,LW;22.0;2026-27;;879166;RFA;0;0;0
Gaunce, Brendan;BOS;;C,LW;32.0;;;875000;875000;UFA;0;0
Brunet, Frédéric;BOS;;LD;23.0;;;875000;875000;RFA;0;0
Halonen, Brian;BOS;;LW,RW;27.0;;;875000;875000;UFA;0;0
Patera, Jiri;BOS;;G;27.0;;;850000;UFA;0;0;0
Ivan, Ivan;BOS;;C,LW;24.0;;;850000;RFA;0;0;0
Duran, Riley;BOS;;C,RW;24.0;;;850000;RFA;0;0;0
Mutter, Navrin;BOS;;LW,C;25.0;;;850000;0;0;0;0
Cavallin, Luke;BOS;;G;25.0;;;850000;RFA;0;0;0
Harris, Jordan;BOS;;LD;26.0;;;850000;RFA;0;0;0
Guenette, Maxence;BOS;;D;25.0;;;850000;0;0;0;0
Sweezey, Billy;BOS;;D;30.0;;;850000;UFA;0;0;0
Zajicek, Simon;BOS;;G;25.0;;;850000;RFA;0;0;0
Dipietro, Michael;BOS;;G;27.0;;;812500;UFA;0;0;0
Poitras, Matthew;BOS;;C,RW;22.0;;;RFA;0;0;0;0
undefined, undefined;BOS;;;;;;;;;;
Norris, Joshua;BUF;;C;27.0;;;7950000.0;7950000;7950000;7950000;UFA
Benson, Zach;BUF;;LW,C;21.0;;;7500000.0;7500000;7500000;7500000;7500000
Thompson, Tage;BUF;;C,RW;28.0;;;7142857.0;7142857;7142857;7142857;UFA
Doan, Josh;BUF;;RW,C;24.0;;;6950000.0;6950000;6950000;6950000;6950000
McLeod, Ryan;BUF;;C;26.0;;;5000000.0;5000000;5000000;UFA;0
Zucker, Jason;BUF;;LW,RW;34.0;;;4750000.0;UFA;0;0;0
Krebs, Peyton;BUF;;C,LW;25.0;;;4500000.0;4500000;4500000;4500000;UFA
Quinn, Jack;BUF;;RW,LW;24.0;;;3375000.0;RFA;0;0;0
Malenstyn, Beck;BUF;;LW,RW;28.0;;;2916667.0;2916667;2916667;2916667;2916667
Danforth, Justin;BUF;;RW,C;33.0;;;1800000.0;UFA;0;0;0
Carrick, Sam;BUF;;C,RW;34.0;;;1000000.0;UFA;0;0;0
Östlund, Noah;BUF;ELC;C,LW;22.0;2026-27;;886666.0;RFA;0;0;0
Kozak, Tyson;BUF;;C,LW;23.0;;;875000.0;875000;RFA;0;0
Dahlin, Rasmus;BUF;;LD,RD;26.0;;;11000000.0;11000000;11000000;11000000;11000000
Power, Owen;BUF;;LD,RD;23.0;;;8350000.0;8350000;8350000;8350000;8350000
Samuelsson, Mattias;BUF;;LD,RD;26.0;;;4285714.0;4285714;4285715;4285715;UFA
Zellweger, Olen;BUF;;LD;22.0;;;3100000.0;3100000;3100000;RFA;0
Timmins, Conor;BUF;;RD;27.0;;;2200000.0;UFA;0;0;0
Crevier, Louis;BUF;;RD;25.0;;;900000.0;RFA;0;0;0
Metsa, Zach;BUF;;RD,LD;27.0;;;850000.0;UFA;0;0;0
Luukkonen, Ukko-Pekka;BUF;;G;27.0;;;4750000.0;4750000;4750000;UFA;0
Lyon, Alex;BUF;;G;33.0;;;1500000.0;UFA;0;0;0
Ellis, Colten;BUF;;G;25.0;;;850000.0;0;0;0;0
Skinner, Jeff;BUF;;LW;34.0;;;6444444.0;2444444;2444444;2444444;0
Richard, Jake;BUF;ELC;RW;22.0;2026-27|2027-28;;1013750.0;1013750;RFA;0;0
Helenius, Konsta;BUF;ELC;C,RW;20.0;2026-27|2027-28;;953750.0;953750;RFA;0;0
Fiddler-Schultz, Riley;BUF;ELC;;24.0;2026-27;;940000.0;RFA;0;0;0
Funk, Zac;BUF;ELC;RW,LW;23.0;2026-27;;905000.0;RFA;0;0;0
Kulich, Jiri;BUF;ELC;C,LW;22.0;2026-27;;886666.0;RFA;0;0;0
Kuntar, Trevor;BUF;;C,LW;25.0;;;875000.0;875000;UFA;0;0
Geertsen, Mason;BUF;;LW,D;31.0;;;850000.0;UFA;0;0;0
Sheary, Conor;BUF;;LW,RW;34.0;;;850000.0;UFA;0;0;0
Meyer, Carson;BUF;;RW,LW;29.0;;;850000.0;UFA;0;0;0
McDonough, Aidan;BUF;;LW;26.0;;;850000.0;UFA;0;0;0
Polin, Jason;BUF;;RW;27.0;;;850000.0;UFA;0;0;0
Strbak, Maxim;BUF;ELC;D;21.0;2026-27|2027-28|2028-29;;1028333.0;1028333;1028333;RFA;0
McCarthy, Gavin;BUF;ELC;D;21.0;2026-27|2027-28|2028-29;;1007500.0;1007500;1007500;RFA;0
Mrtka, Radim;BUF;ELC;D;19.0;2026-27|2027-28|2028-29;;974167.0;974167;974167;RFA;0
Komarov, Vsevolod;BUF;ELC;RD;22.0;2026-27;;910000.0;RFA;0;0;0
Johnson, Ryan;BUF;;LD;25.0;;;875000.0;875000;RFA;0;0
Gilbert, Dennis;BUF;;LD;29.0;;;850000.0;UFA;0;0;0
Rathbone, Jack;BUF;;D;27.0;;;850000.0;UFA;0;0;0
Leinonen, Topias;BUF;ELC;G;22.0;2026-27|2027-28;;961667.0;961667;RFA;0;0
Ratzlaff, Scott;BUF;ELC;G;21.0;2026-27|2027-28;;935000.0;935000;RFA;0;0
Villalta, Matt;BUF;;G;27.0;;;850000.0;UFA;0;0;0
undefined, undefined;BUF;;;;;;;;;;
Aho, Sebastian;CAR;;C;29.0;;;9750000;9750000;9750000;9750000;9750000
Ehlers, Nikolaj;CAR;;LW;30.0;;;8500000;8500000;8500000;8500000;8500000
Svechnikov, Andrei;CAR;;LW,RW;26.0;;;7750000;7750000;7750000;UFA;0
Miller, K'Andre;CAR;;LD;26.0;;;7500000;7500000;7500000;7500000;7500000
Jarvis, Seth;CAR;;RW,LW;24.0;;;7420087;7420087;7420087;7420087;7420087
Slavin, Jaccob;CAR;;LD;32.0;;;6396062;6396062;6396062;6396062;6396062
Stankoven, Logan;CAR;;C,RW;23.0;;;6000000;6000000;6000000;6000000;6000000
Blake, Jackson;CAR;;RW;23.0;;;5117002;5117002;5117002;5117002;5117002
Kotkaniemi, Jesperi;CAR;;C,LW;26.0;;;4820000;4820000;4820000;4820000;UFA
Walker, Sean;CAR;;RD,LD;31.0;;;3625000;3625000;3625000;UFA;0
Gostisbehere, Shayne;CAR;;LD;33.0;;;3200000;UFA;0;0;0
Hall, Taylor;CAR;;LW;34.0;;;3166667;3166667;UFA;0;0
Martinook, Jordan;CAR;;LW,RW;34.0;;;3125000;UFA;0;0;0
Chatfield, Jalen;CAR;;RD;30.0;;;3075000;UFA;0;0;0
Staal, Jordan;CAR;;C;37.0;;;2975000;UFA;0;0;0
Carrier, William;CAR;;LW,RW;31.0;;;2150000;2150000;2150000;2150000;UFA
Kochetkov, Pyotr;CAR;;G;27.0;;;2000000;UFA;0;0;0
Bussi, Brandon;CAR;;G;28.0;;;1900000;1900000;1900000;UFA;0
Jankowski, Mark;CAR;;C;31.0;;;1850000;1850000;UFA;0;0
Robinson, Eric;CAR;;LW,RW;31.0;;;1700000;1700000;1700000;UFA;0
Nystrom, Joel;CAR;;RD;24.0;;;1225000;1225000;1225000;1225000;UFA
Håkansson, William;CAR;ELC;;18.0;2026-27|2027-28|2028-29;;996000;996000;996000;RFA;0
Fransén, Noel;CAR;ELC;D;20.0;2026-27|2027-28|2028-29;;990000;990000;990000;RFA;0
Ryabkin, Ivan;CAR;ELC;C;19.0;2026-27|2027-28|2028-29;;952222;952222;952222;RFA;0
Trikozov, Gleb;CAR;ELC;LW;22.0;2026-27;;937500;RFA;0;0;0
Badinka, Dominik;CAR;ELC;D;20.0;2026-27|2027-28|2028-29;;931350;931350;931350;RFA;0
Khazheyev, Ruslan;CAR;ELC;G;21.0;2026-27;;920000;RFA;0;0;0
Nadeau, Bradly;CAR;ELC;W,C;21.0;2026-27;;918333;RFA;0;0;0
Legault, Charles-Alexis;CAR;ELC;RD;22.0;2026-27;;915833;RFA;0;0;0
Cerrato, Charlie;CAR;ELC;F;21.0;2026-27|2027-28;;915000;915000;RFA;0;0
Unger Sörum, Felix;CAR;ELC;RW;20.0;2026-27|2027-28;;903334;903334;RFA;0;0
Valimaki, Juuso;CAR;;LD;27.0;;;900000;UFA;0;0;0
Deslauriers, Nicolas;CAR;;LW;35.0;;;875000;875000;UFA;0;0
Montgomery, Bryce;CAR;ELC;D;23.0;2026-27;;854910;RFA;0;0;0
Heimosalmi, Aleksi;CAR;;D;23.0;;;850000;RFA;0;0;0
Jaaska, Juha;CAR;;LW,RW;28.0;;;850000;UFA;0;0;0
Neuchev, Viktor;CAR;;LW,RW;22.0;;;850000;RFA;0;0;0
Sawchenko, Zachary;CAR;;G;28.0;;;850000;UFA;0;0;0
Seeley, Ronan;CAR;;D;24.0;;;850000;RFA;0;0;0
Nikishin, Alexander;CAR;;LD,RD;24.0;;;RFA;0;0;0;0
Gunler, Noel;CAR;;RW;24.0;;;RFA;0;0;0;0
Robidas, Justin;CAR;;C;23.0;;;RFA;0;0;0;0
Primeau, Cayden;CAR;;G;27.0;;;RFA;0;0;0;0
undefined, undefined;CAR;;;;;;;;;;
Werenski, Zach;CBJ;;LD;29.0;;;9583334;9583334;UFA;0;0
Provorov, Ivan;CBJ;;LD,RD;29.0;;;8500000;8500000;8500000;8500000;8500000
Severson, Damon;CBJ;;LD,RD;32.0;;;6250000;6250000;6250000;6250000;6250000
Nichushkin, Valeri;CBJ;;RW,LW;31.0;;;6125000;6125000;6125000;6125000;UFA
Garland, Conor;CBJ;;RW,LW;30.0;;;6000000;6000000;6000000;6000000;6000000
Coyle, Charlie;CBJ;;C,RW;34.0;;;6000000;6000000;6000000;6000000;6000000
Monahan, Sean;CBJ;;C;31.0;;;5500000;5500000;5500000;UFA;0
Merzlikins, Elvis;CBJ;;G;32.0;;;5400000;UFA;0;0;0
Greaves, Jet;CBJ;;G;25.0;;;5000000;5000000;5000000;UFA;0
Sillinger, Cole;CBJ;;C,LW;23.0;;;4625000;4625000;4625000;UFA;0
Voronkov, Dmitri;CBJ;;C,LW;25.0;;;4175000;RFA;0;0;0
Fabbro, Dante;CBJ;;RD,LD;28.0;;;4125000;4125000;4125000;UFA;0
Marchenko, Kirill;CBJ;;RW,LW;26.0;;;3850000;RFA;0;0;0
Olivier, Mathieu;CBJ;;RW,LW;29.0;;;3000000;3000000;3000000;3000000;3000000
Wood, Miles;CBJ;;LW;30.0;;;2500000;2500000;2500000;UFA;0
Johnson, Kent;CBJ;;LW,RW;23.0;;;1800000;RFA;0;0;0
Gudbranson, Erik;CBJ;;RD;34.0;;;1750000;UFA;0;0;0
Lomberg, Ryan;CBJ;;LW;31.0;;;1300000;1300000;UFA;0;0
Lundestrom, Isac;CBJ;;C,LW;26.0;;;1300000;UFA;0;0;0
Buckberger, Boston;CBJ;ELC;;23.0;2026-27|2027-28;;1050000;1050000;RFA;0;0
Heinen, Danton;CBJ;;LW,C;31.0;;;1000000;UFA;0;0;0
Christiansen, Jake;CBJ;;LD;26.0;;;975000;UFA;0;0;0
Ivanov, Sergei;CBJ;ELC;G;22.0;2026-27|2027-28;;970000;970000;RFA;0;0
Elick, Charlie;CBJ;ELC;D;20.0;2026-27|2027-28|2028-29;;965000;965000;965000;RFA;0
Gardner, Evan;CBJ;ELC;G;20.0;2026-27|2027-28|2028-29;;963889;963889;963889;RFA;0
Keskinen, Oiva;CBJ;ELC;C;22.0;2026-27|2027-28;;960000;960000;RFA;0;0
Eernisse, Joshua;CBJ;ELC;;24.0;2026-27;;952500;RFA;0;0;0
Richard, Guillaume;CBJ;ELC;D;23.0;2026-27;;942500;RFA;0;0;0
Bezeau, Riley;CBJ;ELC;;24.0;2026-27;;940000;RFA;0;0;0
Pinelli, Luca;CBJ;ELC;C;21.0;2026-27|2027-28;;934166;934166;RFA;0;0
McCue, Max;CBJ;ELC;C;23.0;2026-27;;933333;RFA;0;0;0
Marrelli, Luca;CBJ;ELC;D;20.0;2026-27|2027-28|2028-29;;931944;931944;931944;RFA;0
MacDonald, Caleb;CBJ;ELC;D;23.0;2026-27;;922500;RFA;0;0;0
Mateychuk, Denton;CBJ;ELC;LD,RD;22.0;2026-27;;886666;RFA;0;0;0
White, Colton;CBJ;;LD;29.0;;;875000;875000;UFA;0;0
Pyyhtia, Mikael;CBJ;;LW,RW;24.0;;;875000;875000;RFA;0;0
Tuch, Luke;CBJ;;LW;24.0;;;875000;875000;RFA;0;0
Williams, Jack;CBJ;;RW,C;24.0;;;875000;875000;RFA;0;0
Lalonde, Nolan;CBJ;ELC;G;22.0;2026-27;;860556;RFA;0;0;0
Del Bel Belluz, Luca;CBJ;ELC;C,LW;22.0;2026-27;;859999;RFA;0;0;0
Dumais, Jordan;CBJ;ELC;RW;22.0;2026-27;;859999;RFA;0;0;0
Malatesta, James;CBJ;;LW,C;23.0;;;850000;RFA;0;0;0
Copley, Pheonix;CBJ;;G;34.0;;;850000;UFA;0;0;0
Sillinger, Owen;CBJ;;C,LW;28.0;;;850000;UFA;0;0;0
Ceulemans, Corson;CBJ;;D;23.0;;;850000;RFA;0;0;0
Fantilli, Adam;CBJ;;C;21.0;;;RFA;0;0;0;0
Berni, Tim;CBJ;;LD,RD;26.0;;;RFA;0;0;0;0
undefined, undefined;CBJ;;;;;;;;;;
Huberdeau, Jonathan;CGY;;LW;33.0;;;10500000;10500000;10500000;10500000;10500000
Wolf, Dustin;CGY;;G;25.0;;;7500000;7500000;7500000;7500000;7500000
Nemec, Simon;CGY;;RD;22.0;;;7250000;7250000;7250000;7250000;7250000
Kadri, Nazem;CGY;;C,LW;35.0;;2026-27|2027-28|2028-29;7000000;7000000;7000000;0;0
Coronato, Matt;CGY;;RW,LW;23.0;;;6500000;6500000;6500000;6500000;6500000
Sharangovich, Yegor;CGY;;C,LW;28.0;;;5750000;5750000;5750000;5750000;UFA
Bahl, Kevin;CGY;;LD;26.0;;;5350000;5350000;5350000;5350000;5350000
Farabee, Joel;CGY;;LW,RW;26.0;;;5000000;5000000;UFA;0;0
Strome, Ryan;CGY;;C;33.0;;;5000000;UFA;0;0;0
Coleman, Blake;CGY;;LW,RW;34.0;;2026-27;4900000;0;0;0;0
Frost, Morgan;CGY;;C;27.0;;;4375000;UFA;0;0;0
Middleton, Jacob;CGY;;LD;30.0;;;4350000;4350000;4350000;UFA;0
Zary, Connor;CGY;;C,LW;24.0;;;3775000;3775000;RFA;0;0
Backlund, Mikael;CGY;;C;37.0;;;3250000;3250000;UFA;0;0
Whitecloud, Zach;CGY;;RD;29.0;;;2750000;2750000;UFA;0;0
Pospisil, Martin;CGY;;C,LW;26.0;;;2500000;2500000;2500000;UFA;0
Tsyplakov, Maxim;CGY;;LW,RW;27.0;;;2250000;UFA;0;0;0
Hanley, Joel;CGY;;LD;35.0;;;1750000;UFA;0;0;0
Cooley, Devin;CGY;;G;29.0;;;1350000;1350000;UFA;0;0
Klapka, Adam;CGY;;RW,LW;25.0;;;1250000;RFA;0;0;0
Pachal, Brayden;CGY;;RD;27.0;;;1187500;UFA;0;0;0
Castagna, Jonathan;CGY;ELC;C;21.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Stockselius, Theo;CGY;ELC;;19.0;2026-27|2027-28|2028-29;;1015833;1015833;1015833;RFA;0
Zarubin, Kirill;CGY;ELC;G;20.0;2026-27|2027-28|2028-29;;1007500;1007500;1007500;RFA;0
Hurtig, Axel;CGY;ELC;D;21.0;2026-27|2027-28|2028-29;;990000;990000;990000;RFA;0
Gross, Tyson;CGY;ELC;;23.0;2026-27;;975000;RFA;0;0;0
Parekh, Zayne;CGY;ELC;RD;20.0;2026-27|2027-28;;953750;953750;RFA;0;0
Gridin, Matvei;CGY;ELC;RW,LW;20.0;2026-27|2027-28;;953750;953750;RFA;0;0
Wiebe, Abram;CGY;ELC;D;22.0;2026-27;;950000;RFA;0;0;0
Brzustewicz, Hunter;CGY;ELC;RD;21.0;2026-27;;950000;RFA;0;0;0
Sergeyev, Arseni;CGY;ELC;G;23.0;2026-27;;941250;RFA;0;0;0
Basha, Andrew;CGY;ELC;LW;20.0;2026-27|2027-28|2028-29;;932500;932500;932500;RFA;0
Suniev, Aydar;CGY;ELC;LW;21.0;2026-27;;923333;RFA;0;0;0
Honzek, Samuel;CGY;ELC;LW,C;21.0;2026-27|2027-28;;909166;909166;RFA;0;0
Englund, Andreas;CGY;;D;30.0;;;900000;UFA;0;0;0
Livingstone, Jake;CGY;;D;27.0;;;850000;UFA;0;0;0
Hunt, Dryden;CGY;;LW,RW;30.0;;;850000;UFA;0;0;0
Jones, Ben;CGY;;C;27.0;;;850000;UFA;0;0;0
Benning, Michael;CGY;;RD;24.0;;;850000;0;0;0;0
Morton, Sam;CGY;;C,LW;27.0;;;850000;UFA;0;0;0
Kerins, Rory;CGY;;C,LW;24.0;;;850000;0;0;0;0
Strömgren, William;CGY;;LW,RW;23.0;;;850000;RFA;0;0;0
Kuznetsov, Yan;CGY;;LD;24.0;;;812500;0;0;0;0
Othmann, Brennan;CGY;;LW;23.0;;;RFA;0;0;0;0
Okhotyuk, Nikita;CGY;;D;25.0;;;RFA;0;0;0;0
undefined, undefined;CGY;;;;;;;;;;
Bedard, Connor;CHI;;C;21.0;;;15000000;15000000;15000000;15000000;15000000
Jones, Seth;CHI;;RD;31.0;;2026-27|2027-28|2028-29|2029-30;9500000;9500000;9500000;9500000;0
Kane, Patrick;CHI;;RW;37.0;;;8000000;8000000;UFA;0;0
Nazar, Frank;CHI;;C,RW;22.0;;;6599991;6599991;6599991;6599991;6599991
Byram, Bowen;CHI;;LD;25.0;;;6250000;12500000;12500000;12500000;12500000
Ellis, Ryan;CHI;;D;35.0;;;6250000;UFA;0;0;0
Knight, Spencer;CHI;;G;25.0;;;5833333;5833333;5833333;UFA;0
Bertuzzi, Tyler;CHI;;LW,RW;31.0;;;5500000;5500000;UFA;0;0
Teravainen, Teuvo;CHI;;LW;31.0;;;5400000;UFA;0;0;0
Vlasic, Alex;CHI;;LD;25.0;;;4600000;4600000;4600000;4600000;UFA
Greenway, Jordan;CHI;;LW,RW;29.0;;;4000000;UFA;0;0;0
Cole, Ian;CHI;;LD,RD;37.0;;;4000000;UFA;0;0;0
Donato, Ryan;CHI;;LW,C;30.0;;;4000000;4000000;4000000;UFA;0
Mangiapane, Andrew;CHI;;LW,RW;30.0;;;3600000;UFA;0;0;0
Smith, Cole;CHI;;LW;30.0;;;3000000;3000000;3000000;UFA;0
Soderblom, Arvid;CHI;;G;27.0;;;2750000;UFA;0;0;0
Kaiser, Wyatt;CHI;;LD;24.0;;;1700000;RFA;0;0;0
Kantserov, Roman;CHI;ELC;RW,LW;21.0;2026-27|2027-28|2028-29;;1075000;1075000;1075000;RFA;0
Gajan, Adam;CHI;ELC;G;22.0;2026-27|2027-28;;1050000;1050000;RFA;0;0
Felcman, Jiri;CHI;ELC;C;21.0;2026-27|2027-28|2028-29;;996667;996667;996667;RFA;0
Frondell, Anton;CHI;ELC;C;19.0;2026-27|2027-28;;986250;986250;RFA;0;0
Boisvert, Sacha;CHI;ELC;C;20.0;2026-27|2027-28;;977917;977917;RFA;0;0
Berezhnoy, Stanislav;CHI;ELC;G;23.0;2026-27;;975000;RFA;0;0;0
Levshunov, Artyom;CHI;ELC;RD;20.0;2026-27;;975000;RFA;0;0;0
Greene, Ryan;CHI;ELC;C,LW;22.0;2026-27;;950000;RFA;0;0;0
Moore, Oliver;CHI;ELC;C,LW;21.0;2026-27;;941667;RFA;0;0;0
Vanacker, Marek;CHI;ELC;LW;20.0;2026-27|2027-28|2028-29;;941667;941667;941667;RFA;0
Rinzel, Sam;CHI;ELC;RD;22.0;2026-27;;941667;RFA;0;0;0
Mackey, Connor;CHI;;D;29.0;;;937500;937500;UFA;0;0
Spellacy, AJ;CHI;ELC;RW,C;20.0;2026-27|2027-28|2028-29;;932500;932500;932500;RFA;0
Harding, Taige;CHI;ELC;D;24.0;2026-27;;930000;RFA;0;0;0
Misiak, Martin;CHI;ELC;W;21.0;2026-27;;928333;RFA;0;0;0
Lardis, Nick;CHI;ELC;LW,RW;21.0;2026-27|2027-28;;925000;925000;RFA;0;0
Slaggert, Landon;CHI;;LW,RW;24.0;;;900000;RFA;0;0;0
Ludwinski, Paul;CHI;ELC;C,LW;22.0;2026-27;;900000;RFA;0;0;0
Savoie, Samuel;CHI;ELC;LW,C;22.0;2026-27;;896666;RFA;0;0;0
Furlong, Jake;CHI;ELC;D;22.0;2026-27;;891666;RFA;0;0;0
Commesso, Drew;CHI;;G;24.0;;;875000;875000;RFA;0;0
Hayes, Gavin;CHI;ELC;LW,RW;22.0;2026-27;;865000;RFA;0;0;0
Mylymok, Connor;CHI;;;26.0;;;850000;UFA;0;0;0
Pouliot, Derrick;CHI;;D;32.0;;;850000;UFA;0;0;0
Anhorn, Dylan;CHI;;D;27.0;;;850000;UFA;0;0;0
Toninato, Dominic;CHI;;C;32.0;;;850000;UFA;0;0;0
